date,rank,song,artist,last-week,peak-rank,weeks-on-board,song_clean,artist_clean
2010-10-23,81,La La La,Auburn Featuring Iyaz,73.0,51,13,la la la,auburn featuring iyaz
2010-10-23,82,The Lazy Song,Bruno Mars,0.0,82,1,the lazy song,bruno mars
2010-10-23,83,Turn On The Radio,Reba,98.0,83,4,turn on the radio,reba
2010-10-23,84,Little White Church,Little Big Town,79.0,59,19,little white church,little big town
2010-10-23,85,Only Prettier,Miranda Lambert,95.0,85,6,only prettier,miranda lambert
2010-10-23,86,Got Your Back,T.I. Featuring Keri Hilson,83.0,38,19,got your back,t i featuring keri hilson
2010-10-23,87,Way Out Here,Josh Thompson,96.0,87,7,way out here,josh thompson
2010-10-23,88,Grenade,Bruno Mars,81.0,81,2,grenade,bruno mars
2010-10-23,89,Rhythm of Love,Plain White T's,0.0,89,4,rhythm of love,plain white t's
2010-10-23,90,B.M.F. (Blowin' Money Fast),Rick Ross Featuring Styles P,86.0,60,14,b m f,rick ross featuring styles p
2010-10-23,91,Like We Used To,A Rocket To The Moon,0.0,91,1,like we used to,a rocket to the moon
2010-10-23,92,All About Tonight,Blake Shelton,90.0,37,17,all about tonight,blake shelton
2010-10-23,93,Stereo Love,Edward Maya & Vika Jigulina,0.0,93,1,stereo love,edward maya and vika jigulina
2010-10-23,94,Memories,David Guetta Featuring Kid Cudi,0.0,94,1,memories,david guetta featuring kid cudi
2010-10-23,95,Waiting For The End,Linkin Park,0.0,95,2,waiting for the end,linkin park
2010-10-23,96,Aston Martin Music,Rick Ross Featuring Drake & Chrisette Michele,0.0,96,2,aston martin music,rick ross featuring drake and chrisette michele
2010-10-23,97,POWER,Kanye West,91.0,22,15,power,kanye west
2010-10-23,98,Loca,Shakira Featuring El Cata or Dizzee Rascal,0.0,98,1,loca,shakira featuring el cata or dizzee rascal
2010-10-23,99,Smoke A Little Smoke,Eric Church,97.0,97,4,smoke a little smoke,eric church
2010-10-23,100,A Year Without Rain,Selena Gomez & The Scene,82.0,35,5,a year without rain,selena gomez and the scene
2010-10-16,1,Just The Way You Are,Bruno Mars,1.0,1,11,just the way you are,bruno mars
2010-10-16,2,Like A G6,Far*East Movement Featuring Cataracs & Dev,6.0,2,8,like a g6,far east movement featuring cataracs and dev
2010-10-16,3,Teenage Dream,Katy Perry,2.0,1,11,teenage dream,katy perry
2010-10-16,4,Just A Dream,Nelly,7.0,4,7,just a dream,nelly
2010-10-16,5,DJ Got Us Fallin' In Love,Usher Featuring Pitbull,4.0,4,12,dj got us fallin' in love,usher featuring pitbull
2010-10-16,6,Dynamite,Taio Cruz,5.0,2,18,dynamite,taio cruz
2010-10-16,7,Love The Way You Lie,Eminem Featuring Rihanna,3.0,1,15,love the way you lie,eminem featuring rihanna
2010-10-16,8,Only Girl (In The World),Rihanna,8.0,3,4,only girl,rihanna
2010-10-16,9,I Like It,Enrique Iglesias Featuring Pitbull,9.0,4,21,i like it,enrique iglesias featuring pitbull
2010-10-16,10,Club Can't Handle Me,Flo Rida Featuring David Guetta,10.0,9,14,club can't handle me,flo rida featuring david guetta
2010-10-16,11,Bottoms Up,Trey Songz Featuring Nicki Minaj,13.0,11,8,bottoms up,trey songz featuring nicki minaj
2010-10-16,12,Mine,Taylor Swift,11.0,3,9,mine,taylor swift
2010-10-16,13,Take It Off,Ke$ha,12.0,8,12,take it off,ke ha
2010-10-16,14,Deuces,Chris Brown Featuring Tyga & Kevin McCall,15.0,14,14,deuces,chris brown featuring tyga and kevin mccall
2010-10-16,15,Animal,Neon Trees,22.0,15,18,animal,neon trees
2010-10-16,16,Toxic,Glee Cast,0.0,16,1,toxic,glee cast
2010-10-16,17,Gonorrhea,Lil Wayne Featuring Drake,0.0,17,1,gonorrhea,lil wayne featuring drake
2010-10-16,18,Misery,Maroon 5,14.0,14,15,misery,maroon 5
2010-10-16,19,Cooler Than Me,Mike Posner,16.0,6,23,cooler than me,mike posner
2010-10-16,20,California Gurls,Katy Perry Featuring Snoop Dogg,17.0,1,21,california gurls,katy perry featuring snoop dogg
2010-10-16,21,F**k You! (Forget You),CeeLo Green,27.0,21,6,f k you,ceelo green
2010-10-16,22,Airplanes,B.o.B Featuring Hayley Williams,18.0,2,25,airplanes,b o b featuring hayley williams
2010-10-16,23,Magic,B.o.B Featuring Rivers Cuomo,20.0,10,17,magic,b o b featuring rivers cuomo
2010-10-16,24,Not Afraid,Eminem,19.0,1,22,not afraid,eminem
2010-10-16,25,The Only Exception,Paramore,57.0,24,19,the only exception,paramore
2010-10-16,26,The Only Exception,Glee Cast,0.0,26,1,the only exception,glee cast
2010-10-16,27,Secrets,OneRepublic,24.0,24,15,secrets,onerepublic
2010-10-16,28,Hot Tottie,Usher Featuring Jay-Z,25.0,25,8,hot tottie,usher featuring jay-z
2010-10-16,29,Stuck Like Glue,Sugarland,29.0,20,10,stuck like glue,sugarland
2010-10-16,30,The Boys of Fall,Kenny Chesney,35.0,18,10,the boys of fall,kenny chesney
2010-10-16,31,If I Had You,Adam Lambert,31.0,30,15,if i had you,adam lambert
2010-10-16,32,Fancy,Drake Featuring T.I. & Swizz Beatz,32.0,25,10,fancy,drake featuring t i and swizz beatz
2010-10-16,33,2012 (It Ain't The End),Jay Sean Featuring Nicki Minaj,36.0,33,9,2012,jay sean featuring nicki minaj
2010-10-16,34,OMG,Usher Featuring will.i.am,33.0,1,27,omg,usher featuring will i am
2010-10-16,35,King Of Anything,Sara Bareilles,41.0,32,15,king of anything,sara bareilles
2010-10-16,36,Ridin' Solo,Jason Derulo,34.0,9,27,ridin' solo,jason derulo
2010-10-16,37,September,Daughtry,40.0,37,9,september,daughtry
2010-10-16,38,Love Like Woe,The Ready Set,56.0,38,8,love like woe,the ready set
2010-10-16,39,Right Above It,Lil Wayne Featuring Drake,30.0,6,7,right above it,lil wayne featuring drake
2010-10-16,40,Letting Go (Dutty Love),Sean Kingston Featuring Nicki Minaj,39.0,36,9,letting go,sean kingston featuring nicki minaj
2010-10-16,41,Billionaire,Travie McCoy Featuring Bruno Mars,26.0,4,27,billionaire,travie mccoy featuring bruno mars
2010-10-16,42,What's Wrong With Them,Lil Wayne Featuring Nicki Minaj,0.0,42,1,what's wrong with them,lil wayne featuring nicki minaj
2010-10-16,43,No Hands,Waka Flocka Flame Featuring Roscoe Dash & Wale,44.0,43,4,no hands,waka flocka flame featuring roscoe dash and wale
2010-10-16,44,"Hey, Soul Sister",Train,43.0,3,53,hey soul sister,train
2010-10-16,45,If I Die Young,The Band Perry,37.0,37,13,if i die young,the band perry
2010-10-16,46,As She's Walking Away,Zac Brown Band Featuring Alan Jackson,48.0,46,8,as she's walking away,zac brown band featuring alan jackson
2010-10-16,47,If It's Love,Train,45.0,34,17,if it's love,train
2010-10-16,48,Need You Now,Lady Antebellum,46.0,2,60,need you now,lady antebellum
2010-10-16,49,Come Back Song,Darius Rucker,52.0,49,12,come back song,darius rucker
2010-10-16,50,Check It Out,will.i.am & Nicki Minaj,42.0,42,4,check it out,will i am and nicki minaj
2010-10-16,51,Hey Baby (Drop It To The Floor),Pitbull Featuring T-Pain,0.0,51,1,hey baby,pitbull featuring t-pain
2010-10-16,52,I'm A Slave 4 U,Glee Cast,0.0,52,1,i'm a slave 4 u,glee cast
2010-10-16,53,Stronger,Glee Cast,0.0,53,1,stronger,glee cast
2010-10-16,54,Baby One More Time,Glee Cast,0.0,54,1,baby one more time,glee cast
2010-10-16,55,Teach Me How To Dougie,Cali Swag District,49.0,28,19,teach me how to dougie,cali swag district
2010-10-16,56,Me Against The Music,Glee Cast,0.0,56,1,me against the music,glee cast
2010-10-16,57,Farmer's Daughter,Rodney Atkins,60.0,57,16,farmer's daughter,rodney atkins
2010-10-16,58,Roll With It,Easton Corbin,58.0,58,12,roll with it,easton corbin
2010-10-16,59,My Kinda Party,Jason Aldean,68.0,54,6,my kinda party,jason aldean
2010-10-16,60,All Over Me,Josh Turner,63.0,60,14,all over me,josh turner
2010-10-16,61,Your Love,Nicki Minaj,55.0,14,18,your love,nicki minaj
2010-10-16,62,Miss Me,Drake Featuring Lil Wayne,54.0,15,18,miss me,drake featuring lil wayne
2010-10-16,63,We No Speak Americano,Yolanda Be Cool & Dcup,78.0,63,3,we no speak americano,yolanda be cool and dcup
2010-10-16,64,Holding You Down (Goin In Circles),Jazmine Sullivan,71.0,64,6,holding you down,jazmine sullivan
2010-10-16,65,I Am Not A Human Being,Lil Wayne,0.0,65,1,i am not a human being,lil wayne
2010-10-16,66,Can't Be Friends,Trey Songz,77.0,66,3,can't be friends,trey songz
2010-10-16,67,Little Lion Man,Mumford & Sons,76.0,67,8,little lion man,mumford and sons
2010-10-16,68,Love All Over Me,Monica,64.0,58,12,love all over me,monica
2010-10-16,69,Please Don't Go,Mike Posner,94.0,69,2,please don't go,mike posner
2010-10-16,70,Our Kind Of Love,Lady Antebellum,59.0,51,17,our kind of love,lady antebellum
2010-10-16,71,Pretty Good At Drinkin' Beer,Billy Currington,61.0,41,18,pretty good at drinkin' beer,billy currington
2010-10-16,72,Why Wait,Rascal Flatts,75.0,48,7,why wait,rascal flatts
2010-10-16,73,La La La,Auburn Featuring Iyaz,70.0,51,12,la la la,auburn featuring iyaz
2010-10-16,74,Right Thru Me,Nicki Minaj,0.0,74,1,right thru me,nicki minaj
2010-10-16,75,Bill Gates,Lil Wayne,0.0,75,1,bill gates,lil wayne
2010-10-16,76,Half Of My Heart,John Mayer,66.0,25,19,half of my heart,john mayer
2010-10-16,77,Na Na Na (Na Na Na Na Na Na Na Na Na),My Chemical Romance,0.0,77,1,na na na,my chemical romance
2010-10-16,78,Anything Like Me,Brad Paisley,79.0,78,5,anything like me,brad paisley
2010-10-16,79,Little White Church,Little Big Town,69.0,59,18,little white church,little big town
2010-10-16,80,Toot It And Boot It,YG,74.0,74,6,toot it and boot it,yg
2010-10-16,81,Grenade,Bruno Mars,0.0,81,1,grenade,bruno mars
2010-10-16,82,A Year Without Rain,Selena Gomez & The Scene,53.0,35,4,a year without rain,selena gomez and the scene
2010-10-16,83,Got Your Back,T.I. Featuring Keri Hilson,67.0,38,18,got your back,t i featuring keri hilson
2010-10-16,84,The Breath You Take,George Strait,85.0,84,5,the breath you take,george strait
2010-10-16,85,All I Want Is You,Miguel Featuring J. Cole,80.0,80,3,all i want is you,miguel featuring j cole
2010-10-16,86,B.M.F. (Blowin' Money Fast),Rick Ross Featuring Styles P,72.0,60,13,b m f,rick ross featuring styles p
2010-10-16,87,Mama's Song,Carrie Underwood,0.0,77,2,mama's song,carrie underwood
2010-10-16,88,Hope She Cheats On You (With A Basketball Player),Marsha Ambrosius,0.0,88,1,hope she cheats on you,marsha ambrosius
2010-10-16,89,No Love,Eminem Featuring Lil Wayne,0.0,23,5,no love,eminem featuring lil wayne
2010-10-16,90,All About Tonight,Blake Shelton,82.0,37,16,all about tonight,blake shelton
2010-10-16,91,POWER,Kanye West,100.0,22,14,power,kanye west
2010-10-16,92,Waka Waka (This Time For Africa),Shakira Featuring Freshlyground,88.0,38,17,waka waka,shakira featuring freshlyground
2010-10-16,93,The Catalyst,Linkin Park,65.0,27,9,the catalyst,linkin park
2010-10-16,94,Empire State Of Mind,Glee Cast,21.0,21,2,empire state of mind,glee cast
2010-10-16,95,Only Prettier,Miranda Lambert,96.0,89,5,only prettier,miranda lambert
2010-10-16,96,Way Out Here,Josh Thompson,89.0,88,6,way out here,josh thompson
2010-10-16,97,Smoke A Little Smoke,Eric Church,99.0,97,3,smoke a little smoke,eric church
2010-10-16,98,Turn On The Radio,Reba,98.0,94,3,turn on the radio,reba
2010-10-16,99,Dog Days Are Over,Florence + The Machine,73.0,21,4,dog days are over,florence the machine
2010-10-16,100,Pretty Boy Swag,Soulja Boy Tell'em,81.0,34,16,pretty boy swag,soulja boy tell'em
2010-10-09,1,Just The Way You Are,Bruno Mars,1.0,1,10,just the way you are,bruno mars
2010-10-09,2,Teenage Dream,Katy Perry,4.0,1,10,teenage dream,katy perry
2010-10-09,3,Love The Way You Lie,Eminem Featuring Rihanna,2.0,1,14,love the way you lie,eminem featuring rihanna
2010-10-09,4,DJ Got Us Fallin' In Love,Usher Featuring Pitbull,5.0,4,11,dj got us fallin' in love,usher featuring pitbull
2010-10-09,5,Dynamite,Taio Cruz,6.0,2,17,dynamite,taio cruz
2010-10-09,6,Like A G6,Far*East Movement Featuring Cataracs & Dev,10.0,6,7,like a g6,far east movement featuring cataracs and dev
2010-10-09,7,Just A Dream,Nelly,8.0,7,6,just a dream,nelly
2010-10-09,8,Only Girl (In The World),Rihanna,3.0,3,3,only girl,rihanna
2010-10-09,9,I Like It,Enrique Iglesias Featuring Pitbull,7.0,4,20,i like it,enrique iglesias featuring pitbull
2010-10-09,10,Club Can't Handle Me,Flo Rida Featuring David Guetta,9.0,9,13,club can't handle me,flo rida featuring david guetta
2010-10-09,11,Mine,Taylor Swift,12.0,3,8,mine,taylor swift
2010-10-09,12,Take It Off,Ke$ha,11.0,8,11,take it off,ke ha
2010-10-09,13,Bottoms Up,Trey Songz Featuring Nicki Minaj,13.0,13,7,bottoms up,trey songz featuring nicki minaj
2010-10-09,14,Misery,Maroon 5,20.0,14,14,misery,maroon 5
2010-10-09,15,Deuces,Chris Brown Featuring Tyga & Kevin McCall,19.0,15,13,deuces,chris brown featuring tyga and kevin mccall
2010-10-09,16,Cooler Than Me,Mike Posner,15.0,6,22,cooler than me,mike posner
2010-10-09,17,California Gurls,Katy Perry Featuring Snoop Dogg,17.0,1,20,california gurls,katy perry featuring snoop dogg
2010-10-09,18,Airplanes,B.o.B Featuring Hayley Williams,16.0,2,24,airplanes,b o b featuring hayley williams
2010-10-09,19,Not Afraid,Eminem,14.0,1,21,not afraid,eminem
2010-10-09,20,Magic,B.o.B Featuring Rivers Cuomo,18.0,10,16,magic,b o b featuring rivers cuomo
2010-10-09,21,Empire State Of Mind,Glee Cast,0.0,21,1,empire state of mind,glee cast
2010-10-09,22,Animal,Neon Trees,22.0,22,17,animal,neon trees
2010-10-09,23,Telephone,Glee Cast,0.0,23,1,telephone,glee cast
2010-10-09,24,Secrets,OneRepublic,28.0,24,14,secrets,onerepublic
2010-10-09,25,Hot Tottie,Usher Featuring Jay-Z,29.0,25,7,hot tottie,usher featuring jay-z
2010-10-09,26,Billionaire,Travie McCoy Featuring Bruno Mars,33.0,4,26,billionaire,travie mccoy featuring bruno mars
2010-10-09,27,F**k You! (Forget You),CeeLo Green,35.0,27,5,f k you,ceelo green
2010-10-09,28,Billionaire,Glee Cast,0.0,28,1,billionaire,glee cast
2010-10-09,29,Stuck Like Glue,Sugarland,26.0,20,9,stuck like glue,sugarland
2010-10-09,30,Right Above It,Lil Wayne Featuring Drake,31.0,6,6,right above it,lil wayne featuring drake
2010-10-09,31,If I Had You,Adam Lambert,30.0,30,14,if i had you,adam lambert
2010-10-09,32,Fancy,Drake Featuring T.I. & Swizz Beatz,25.0,25,9,fancy,drake featuring t i and swizz beatz
2010-10-09,33,OMG,Usher Featuring will.i.am,24.0,1,26,omg,usher featuring will i am
2010-10-09,34,Ridin' Solo,Jason Derulo,23.0,9,26,ridin' solo,jason derulo
2010-10-09,35,The Boys of Fall,Kenny Chesney,32.0,18,9,the boys of fall,kenny chesney
2010-10-09,36,2012 (It Ain't The End),Jay Sean Featuring Nicki Minaj,41.0,36,8,2012,jay sean featuring nicki minaj
2010-10-09,37,If I Die Young,The Band Perry,40.0,37,12,if i die young,the band perry
2010-10-09,38,Listen,Glee Cast,0.0,38,1,listen,glee cast
2010-10-09,39,Letting Go (Dutty Love),Sean Kingston Featuring Nicki Minaj,36.0,36,8,letting go,sean kingston featuring nicki minaj
2010-10-09,40,September,Daughtry,53.0,40,8,september,daughtry
2010-10-09,41,King Of Anything,Sara Bareilles,45.0,32,14,king of anything,sara bareilles
2010-10-09,42,Check It Out,will.i.am & Nicki Minaj,57.0,42,3,check it out,will i am and nicki minaj
2010-10-09,43,"Hey, Soul Sister",Train,42.0,3,52,hey soul sister,train
2010-10-09,44,No Hands,Waka Flocka Flame Featuring Roscoe Dash & Wale,46.0,44,3,no hands,waka flocka flame featuring roscoe dash and wale
2010-10-09,45,If It's Love,Train,43.0,34,16,if it's love,train
2010-10-09,46,Need You Now,Lady Antebellum,47.0,2,59,need you now,lady antebellum
2010-10-09,47,Find Your Love,Drake,34.0,5,21,find your love,drake
2010-10-09,48,As She's Walking Away,Zac Brown Band Featuring Alan Jackson,56.0,48,7,as she's walking away,zac brown band featuring alan jackson
2010-10-09,49,Teach Me How To Dougie,Cali Swag District,44.0,28,18,teach me how to dougie,cali swag district
2010-10-09,50,Breakeven,The Script,50.0,12,43,breakeven,the script
2010-10-09,51,What I Did For Love,Glee Cast,0.0,51,1,what i did for love,glee cast
2010-10-09,52,Come Back Song,Darius Rucker,54.0,52,11,come back song,darius rucker
2010-10-09,53,A Year Without Rain,Selena Gomez & The Scene,65.0,35,3,a year without rain,selena gomez and the scene
2010-10-09,54,Miss Me,Drake Featuring Lil Wayne,49.0,15,17,miss me,drake featuring lil wayne
2010-10-09,55,Your Love,Nicki Minaj,38.0,14,17,your love,nicki minaj
2010-10-09,56,Love Like Woe,The Ready Set,68.0,56,7,love like woe,the ready set
2010-10-09,57,The Only Exception,Paramore,39.0,24,18,the only exception,paramore
2010-10-09,58,Roll With It,Easton Corbin,62.0,58,11,roll with it,easton corbin
2010-10-09,59,Our Kind Of Love,Lady Antebellum,52.0,51,16,our kind of love,lady antebellum
2010-10-09,60,Farmer's Daughter,Rodney Atkins,60.0,60,15,farmer's daughter,rodney atkins
2010-10-09,61,Pretty Good At Drinkin' Beer,Billy Currington,55.0,41,17,pretty good at drinkin' beer,billy currington
2010-10-09,62,Angel,Akon,0.0,62,1,angel,akon
2010-10-09,63,All Over Me,Josh Turner,64.0,63,13,all over me,josh turner
2010-10-09,64,Love All Over Me,Monica,58.0,58,11,love all over me,monica
2010-10-09,65,The Catalyst,Linkin Park,27.0,27,8,the catalyst,linkin park
2010-10-09,66,Half Of My Heart,John Mayer,51.0,25,18,half of my heart,john mayer
2010-10-09,67,Got Your Back,T.I. Featuring Keri Hilson,59.0,38,17,got your back,t i featuring keri hilson
2010-10-09,68,My Kinda Party,Jason Aldean,66.0,54,5,my kinda party,jason aldean
2010-10-09,69,Little White Church,Little Big Town,63.0,59,17,little white church,little big town
2010-10-09,70,La La La,Auburn Featuring Iyaz,70.0,51,11,la la la,auburn featuring iyaz
2010-10-09,71,Holding You Down (Goin In Circles),Jazmine Sullivan,71.0,71,5,holding you down,jazmine sullivan
2010-10-09,72,B.M.F. (Blowin' Money Fast),Rick Ross Featuring Styles P,61.0,60,12,b m f,rick ross featuring styles p
2010-10-09,73,Dog Days Are Over,Florence + The Machine,21.0,21,3,dog days are over,florence the machine
2010-10-09,74,Toot It And Boot It,YG,80.0,74,5,toot it and boot it,yg
2010-10-09,75,Why Wait,Rascal Flatts,76.0,48,6,why wait,rascal flatts
2010-10-09,76,Little Lion Man,Mumford & Sons,75.0,75,7,little lion man,mumford and sons
2010-10-09,77,Can't Be Friends,Trey Songz,74.0,74,2,can't be friends,trey songz
2010-10-09,78,We No Speak Americano,Yolanda Be Cool & Dcup,83.0,78,2,we no speak americano,yolanda be cool and dcup
2010-10-09,79,Anything Like Me,Brad Paisley,81.0,79,4,anything like me,brad paisley
2010-10-09,80,All I Want Is You,Miguel Featuring J. Cole,91.0,80,2,all i want is you,miguel featuring j cole
2010-10-09,81,Pretty Boy Swag,Soulja Boy Tell'em,72.0,34,15,pretty boy swag,soulja boy tell'em
2010-10-09,82,All About Tonight,Blake Shelton,73.0,37,15,all about tonight,blake shelton
2010-10-09,83,Free,Zac Brown Band,77.0,34,19,free,zac brown band
2010-10-09,84,Stutter,Maroon 5,0.0,84,1,stutter,maroon 5
2010-10-09,85,The Breath You Take,George Strait,85.0,85,4,the breath you take,george strait
2010-10-09,86,Round & Round,Selena Gomez & The Scene,86.0,24,14,round and round,selena gomez and the scene
2010-10-09,87,Break My Bank,New Boyz Featuring Iyaz,79.0,68,11,break my bank,new boyz featuring iyaz
2010-10-09,88,Waka Waka (This Time For Africa),Shakira Featuring Freshlyground,87.0,38,16,waka waka,shakira featuring freshlyground
2010-10-09,89,Way Out Here,Josh Thompson,88.0,88,5,way out here,josh thompson
2010-10-09,90,Shake,Jesse McCartney,0.0,90,1,shake,jesse mccartney
2010-10-09,91,Loving You No More,Diddy - Dirty Money Featuring Drake,0.0,91,1,loving you no more,diddy - dirty money featuring drake
2010-10-09,92,Put You In A Song,Keith Urban,82.0,82,2,put you in a song,keith urban
2010-10-09,93,Bittersweet,Fantasia,84.0,74,12,bittersweet,fantasia
2010-10-09,94,Please Don't Go,Mike Posner,0.0,94,1,please don't go,mike posner
2010-10-09,95,Radioactive,Kings Of Leon,37.0,37,2,radioactive,kings of leon
2010-10-09,96,Only Prettier,Miranda Lambert,89.0,89,4,only prettier,miranda lambert
