song_base,artist_canon,genius_full_title,genius_primary_artist,match_score_num,genius_url
little talks,of monsters and men,/Of-monsters-and-men-little-talks-lyrics,Little Talks by Of Monsters and Men,,1.0
the a team,ed sheeran,/Ed-sheeran-the-a-team-lyrics,The A Team by Ed Sheeran,,1.0
hall of fame,the script featuring will.i.am,/The-script-hall-of-fame-lyrics,Hall of Fame by The Script (Ft. will.i.am),,0.696969696969697
one more night,maroon 5,/Maroon-5-one-more-night-lyrics,One More Night by Maroon 5,,1.0
c'mon,ke$ha,,,,0.0
somebody that i used to know,gotye featuring kimbra,/Gotye-gotye-somebody-that-i-used-to-know-lyrics,Gotye - Somebody That I Used to Know (Русский перевод) by Gotye (Ft. Kimbra),,0.7472527472527473
sure be cool if you did,blake shelton,/Blake-shelton-sure-be-cool-if-you-did-lyrics,Sure Be Cool If You Did by Blake Shelton,,1.0
better dig two,the band perry,/The-band-perry-better-dig-two-lyrics,Better Dig Two by The Band Perry,,1.0
i'm different,2 chainz,/2-chainz-im-different-lyrics,I'm Different by 2 Chainz,,0.9767441860465116
two black cadillacs,carrie underwood,/Carrie-underwood-two-black-cadillacs-lyrics,Two Black Cadillacs by Carrie Underwood,,1.0
swimming pools,kendrick lamar,/Kendrick-lamar-swimming-pools-drank-lyrics,Swimming Pools (Drank) by Kendrick Lamar,,0.90625
one of those nights,tim mcgraw,/Tim-mcgraw-one-of-those-nights-lyrics,One Of Those Nights by Tim McGraw,,1.0
troublemaker,olly murs featuring flo rida,/Olly-murs-troublemaker-lyrics,Troublemaker by Olly Murs (Ft. Flo Rida),,0.6984126984126984
one way or another,one direction,/One-direction-one-way-or-another-teenage-kicks-lyrics,One Way or Another (Teenage Kicks) by One Direction,,0.8205128205128205
all gold everything,trinidad james,/Trinidad-james-all-gold-everything-lyrics,All Gold Everything by Trinidad James,,1.0
feel this moment,pitbull featuring christina aguilera,/Pitbull-feel-this-moment-lyrics,Feel This Moment by Pitbull (Ft. Christina Aguilera),,0.6233766233766234
i cry,flo rida,/Flo-rida-i-cry-lyrics,I Cry by Flo Rida,,1.0
poetic justice,kendrick lamar featuring drake,,,,0.0
die young,ke$ha,/Kesha-die-young-lyrics,Die Young by Kesha,,0.9333333333333333
kiss you,one direction,/One-direction-kiss-you-lyrics,Kiss You by One Direction,,1.0
every storm,gary allan,/Gary-allan-every-storm-runs-out-of-rain-lyrics,Every Storm (Runs Out of Rain) by Gary Allan,,0.7213114754098361
wicked games,the weeknd,/The-weeknd-wicked-games-lyrics,Wicked Games by The Weeknd,,1.0
tornado,little big town,/Little-big-town-tornado-lyrics,Tornado by Little Big Town,,1.0
sail,awolnation,/Awolnation-sail-lyrics,Sail by AWOLNATION,,1.0
somebody's heartbreak,hunter hayes,/Hunter-hayes-somebodys-heartbreak-lyrics,Somebody's Heartbreak by Hunter Hayes,,0.9850746268656716
neva end,future,/Future-neva-end-lyrics,Neva End by Future,,1.0
downtown,lady antebellum,/Lady-a-downtown-lyrics,Downtown by Lady A,,0.7692307692307693
don't stop the party,pitbull featuring tjr,/Pitbull-dont-stop-the-party-lyrics,Don't Stop the Party by Pitbull (Ft. TJR),,0.782608695652174
my songs know what you did in the dark,fall out boy,/Fall-out-boy-my-songs-know-what-you-did-in-the-dark-demo-lyrics,My Songs Know What You Did in the Dark (Demo) by Fall Out Boy,,0.9532710280373832
i drive your truck,lee brice,/Lee-brice-i-drive-your-truck-lyrics,I Drive Your Truck by Lee Brice,,1.0
the only way i know,jason aldean with luke bryan and eric church,/Jason-aldean-the-only-way-i-know-lyrics,The Only Way I Know by Jason Aldean (Ft. Eric Church & Luke Bryan),,0.6666666666666666
loveeeeeee song,rihanna featuring future,/Rihanna-loveeeeeee-song-lyrics,Loveeeeeee Song by Rihanna (Ft. Future),,0.7301587301587301
r i p,young jeezy featuring 2 chainz,,,,0.0
begin again,taylor swift,/Taylor-swift-begin-again-lyrics,Begin Again by Taylor Swift,,1.0
who booty,jonn hart featuring iamsu!,/Jonn-hart-who-booty-lyrics,Who Booty by Jonn Hart (Ft. Iamsu!),,0.7037037037037037
mama's broken heart,miranda lambert,/Miranda-lambert-mamas-broken-heart-lyrics,Mama's Broken Heart by Miranda Lambert,,0.9855072463768116
merry go 'round,kacey musgraves,/Kacey-musgraves-merry-go-round-lyrics,Merry Go 'Round by Kacey Musgraves,,1.0
tip it on back,dierks bentley,/Dierks-bentley-tip-it-on-back-lyrics,Tip It on Back by Dierks Bentley,,1.0
don't judge me,chris brown,/Chris-brown-dont-judge-me-lyrics,Don't Judge Me by Chris Brown,,0.9803921568627451
pirate flag,kenny chesney,/Kenny-chesney-pirate-flag-lyrics,Pirate Flag by Kenny Chesney,,1.0
get your shine on,florida georgia line,/Florida-georgia-line-get-your-shine-on-lyrics,Get Your Shine On by Florida Georgia Line,,1.0
how country feels,randy houser,/Randy-houser-how-country-feels-lyrics,How Country Feels by Randy Houser,,1.0
give it all we got tonight,george strait,/George-strait-give-it-all-we-got-tonight-lyrics,Give It All We Got Tonight by George Strait,,1.0
if i didn't have you,thompson square,/Thompson-square-if-i-didnt-have-you-lyrics,If I Didn't Have You by Thompson Square,,0.9859154929577465
ball,t.i. featuring lil wayne,,,,0.0
bugatti,ace hood featuring future and rick ross,,,,0.0
stubborn love,the lumineers,/The-lumineers-stubborn-love-lyrics,Stubborn Love by ​The Lumineers,,1.0
remember you,wiz khalifa featuring the weeknd,/Wiz-khalifa-remember-you-lyrics,Remember You by Wiz Khalifa (Ft. The Weeknd),,0.6956521739130435
little things,one direction,/One-direction-little-things-lyrics,Little Things by One Direction,,1.0
love sosa,chief keef,/Chief-keef-love-sosa-lyrics,Love Sosa by Chief Keef,,1.0
dope,tyga featuring rick ross,,,,0.0
skyfall,adele,/Adele-skyfall-lyrics,Skyfall by Adele,,1.0
just give me a reason,p!nk featuring nate ruess,/P-nk-just-give-me-a-reason-lyrics,Just Give Me a Reason by P!nk (Ft. Nate Ruess),,0.7123287671232876
anything could happen,ellie goulding,/Ellie-goulding-anything-could-happen-lyrics,Anything Could Happen by Ellie Goulding,,1.0
battle scars,lupe fiasco and guy sebastian,/Lupe-fiasco-and-guy-sebastian-battle-scars-lyrics,Battle Scars by Lupe Fiasco & Guy Sebastian,,0.7272727272727273
southern comfort zone,brad paisley,/Brad-paisley-southern-comfort-zone-lyrics,Southern Comfort Zone by Brad Paisley,,1.0
i love it,icona pop featuring charli xcx,/Icona-pop-i-love-it-lyrics,I Love It by Icona Pop (Ft. Charli xcx),,0.6440677966101694
cups,anna kendrick,/Anna-kendrick-cups-movie-version-lyrics,Cups (Movie Version) by Anna Kendrick,,0.72
va va voom,nicki minaj,/Nicki-minaj-va-va-voom-lyrics,Va Va Voom by Nicki Minaj,,1.0
power trip,j. cole featuring miguel,,,,0.0
love and war,tamar braxton,/Tamar-braxton-love-and-war-lyrics,Love and War by Tamar Braxton,,1.0
guap,big sean,/Big-sean-guap-lyrics,Guap by Big Sean (Ft. Kanye West),,1.0
goodbye in her eyes,zac brown band,/Zac-brown-band-goodbye-in-her-eyes-lyrics,Goodbye In Her Eyes by Zac Brown Band,,1.0
wagon wheel,darius rucker,/Darius-rucker-wagon-wheel-lyrics,Wagon Wheel by Darius Rucker,,1.0
she don't put it down,joe budden featuring lil wayne and tank,/Joe-budden-she-dont-put-it-down-lyrics,She Don't Put It Down by Joe Budden (Ft. Lil Wayne & Tank),,0.6739130434782609
i can take it from there,chris young,/Chris-young-i-can-take-it-from-there-lyrics,I Can Take It From There by Chris Young,,1.0
crying on a suitcase,casey james,/Casey-james-crying-on-a-suitcase-lyrics,Crying On a Suitcase by Casey James,,1.0
alive,krewella,/Krewella-alive-lyrics,Alive by Krewella,,1.0
hold on,alabama shakes,/Alabama-shakes-hold-on-lyrics,Hold On by Alabama Shakes,,1.0
thrift shop,macklemore and ryan lewis featuring wanz,,,,0.0
locked out of heaven,bruno mars,/Bruno-mars-locked-out-of-heaven-lyrics,Locked Out of Heaven by Bruno Mars,,1.0
scream and shout,will.i.am and britney spears,/William-scream-and-shout-lyrics,Scream & Shout by will.i.am (Ft. Britney Spears),,0.6567164179104478
ho hey,the lumineers,/The-lumineers-ho-hey-lyrics,Ho Hey by ​The Lumineers,,1.0
i knew you were trouble,taylor swift,/Taylor-swift-i-knew-you-were-trouble-lyrics,I Knew You Were Trouble. by Taylor Swift,,1.0
don't you worry child,swedish house mafia featuring john martin,/Swedish-house-mafia-dont-you-worry-child-lyrics,Don't You Worry Child by Swedish House Mafia (Ft. John Martin),,0.7766990291262136
daylight,maroon 5,/Maroon-5-daylight-lyrics,Daylight by Maroon 5,,1.0
suit and tie,justin timberlake featuring jay z,/Justin-timberlake-suit-and-tie-lyrics,Suit & Tie by Justin Timberlake (Ft. JAY-Z),,0.7222222222222222
when i was your man,bruno mars,/Bruno-mars-when-i-was-your-man-lyrics,When I Was Your Man by Bruno Mars,,1.0
beauty and a beat,justin bieber featuring nicki minaj,/Justin-bieber-beauty-and-a-beat-lyrics,Beauty and a Beat by Justin Bieber (Ft. Nicki Minaj),,0.7380952380952381
f kin problems,"a$ap rocky featuring drake, 2 chainz and kendrick lamar",,,,0.0
girl on fire,alicia keys featuring nicki minaj,,,,0.0
try,p!nk,/P-nk-try-lyrics,Try by P!nk,,1.0
sweet nothing,calvin harris featuring florence welch,/Calvin-harris-sweet-nothing-lyrics,Sweet Nothing by Calvin Harris (Ft. Florence Welch),,0.6835443037974683
i will wait,mumford and sons,/Mumford-and-sons-i-will-wait-lyrics,I Will Wait by Mumford & Sons,,0.9230769230769231
it's time,imagine dragons,/Imagine-dragons-its-time-lyrics,It's Time by Imagine Dragons,,0.9795918367346939
home,phillip phillips,/Phillip-phillips-home-lyrics,Home by Phillip Phillips,,1.0
diamonds,rihanna,/Rihanna-diamonds-lyrics,Diamonds by Rihanna,,1.0
catch my breath,kelly clarkson,/Kelly-clarkson-catch-my-breath-lyrics,Catch My Breath by Kelly Clarkson,,1.0
the a team,ed sheeran,/Ed-sheeran-the-a-team-lyrics,The A Team by Ed Sheeran,,1.0
one more night,maroon 5,/Maroon-5-one-more-night-lyrics,One More Night by Maroon 5,,1.0
little talks,of monsters and men,/Of-monsters-and-men-little-talks-lyrics,Little Talks by Of Monsters and Men,,1.0
love me,lil wayne featuring drake and future,/Rap-critic-rap-critic-reviews-love-me-by-lil-wayne-feat-drake-and-future-lyrics,"Rap Critic Reviews: ""Love Me"" by Lil Wayne feat. Drake and Future by Rap Critic",,0.6724137931034483
some nights,fun.,/Fun-some-nights-lyrics,Some Nights by fun.,,1.0
hall of fame,the script featuring will.i.am,/The-script-hall-of-fame-lyrics,Hall of Fame by The Script (Ft. will.i.am),,0.696969696969697
my songs know what you did in the dark,fall out boy,/Fall-out-boy-my-songs-know-what-you-did-in-the-dark-demo-lyrics,My Songs Know What You Did in the Dark (Demo) by Fall Out Boy,,0.9532710280373832
swimming pools,kendrick lamar,/Kendrick-lamar-swimming-pools-drank-lyrics,Swimming Pools (Drank) by Kendrick Lamar,,0.90625
i cry,flo rida,/Flo-rida-i-cry-lyrics,I Cry by Flo Rida,,1.0
c'mon,ke$ha,,,,0.0
wanted,hunter hayes,/Hunter-hayes-wanted-lyrics,Wanted by Hunter Hayes,,1.0
better dig two,the band perry,/The-band-perry-better-dig-two-lyrics,Better Dig Two by The Band Perry,,1.0
one of those nights,tim mcgraw,/Tim-mcgraw-one-of-those-nights-lyrics,One Of Those Nights by Tim McGraw,,1.0
pour it up,rihanna,/Rihanna-pour-it-up-lyrics,Pour It Up by Rihanna,,1.0
adorn,miguel,/Miguel-adorn-lyrics,Adorn by Miguel,,1.0
die young,ke$ha,/Kesha-die-young-lyrics,Die Young by Kesha,,0.9333333333333333
all gold everything,trinidad james,/Trinidad-james-all-gold-everything-lyrics,All Gold Everything by Trinidad James,,1.0
sure be cool if you did,blake shelton,/Blake-shelton-sure-be-cool-if-you-did-lyrics,Sure Be Cool If You Did by Blake Shelton,,1.0
i'm different,2 chainz,/2-chainz-im-different-lyrics,I'm Different by 2 Chainz,,0.9767441860465116
poetic justice,kendrick lamar featuring drake,,,,0.0
every storm,gary allan,/Gary-allan-every-storm-runs-out-of-rain-lyrics,Every Storm (Runs Out of Rain) by Gary Allan,,0.7213114754098361
somebody that i used to know,gotye featuring kimbra,/Gotye-gotye-somebody-that-i-used-to-know-lyrics,Gotye - Somebody That I Used to Know (Русский перевод) by Gotye (Ft. Kimbra),,0.7472527472527473
carry on,fun.,/Fun-carry-on-lyrics,Carry On by fun.,,1.0
don't stop the party,pitbull featuring tjr,/Pitbull-dont-stop-the-party-lyrics,Don't Stop the Party by Pitbull (Ft. TJR),,0.782608695652174
downtown,lady antebellum,/Lady-a-downtown-lyrics,Downtown by Lady A,,0.7692307692307693
cruise,florida georgia line featuring nelly,/Florida-georgia-line-cruise-remix-lyrics,Cruise (Remix) by Florida Georgia Line (Ft. Nelly),,0.7105263157894737
let me love you,ne-yo,/Ne-yo-let-me-love-you-remix-lyrics,Let Me Love You (Remix) by Ne-Yo (Ft. French Montana),,0.875
gangnam style,psy,/Psy-gangnam-style-lyrics,Gangnam Style by PSY,,1.0
troublemaker,olly murs featuring flo rida,/Olly-murs-troublemaker-lyrics,Troublemaker by Olly Murs (Ft. Flo Rida),,0.6984126984126984
two black cadillacs,carrie underwood,/Carrie-underwood-two-black-cadillacs-lyrics,Two Black Cadillacs by Carrie Underwood,,1.0
the only way i know,jason aldean with luke bryan and eric church,/Jason-aldean-the-only-way-i-know-lyrics,The Only Way I Know by Jason Aldean (Ft. Eric Church & Luke Bryan),,0.6666666666666666
tornado,little big town,/Little-big-town-tornado-lyrics,Tornado by Little Big Town,,1.0
wicked games,the weeknd,/The-weeknd-wicked-games-lyrics,Wicked Games by The Weeknd,,1.0
somebody's heartbreak,hunter hayes,/Hunter-hayes-somebodys-heartbreak-lyrics,Somebody's Heartbreak by Hunter Hayes,,0.9850746268656716
feel this moment,pitbull featuring christina aguilera,/Pitbull-feel-this-moment-lyrics,Feel This Moment by Pitbull (Ft. Christina Aguilera),,0.6233766233766234
madness,muse,/Muse-madness-lyrics,Madness by Muse,,1.0
stay,rihanna featuring mikky ekko,,,,0.0
southern comfort zone,brad paisley,/Brad-paisley-southern-comfort-zone-lyrics,Southern Comfort Zone by Brad Paisley,,1.0
highway don't care,tim mcgraw with taylor swift,,,,0.0
sail,awolnation,/Awolnation-sail-lyrics,Sail by AWOLNATION,,1.0
neva end,future,/Future-neva-end-lyrics,Neva End by Future,,1.0
i drive your truck,lee brice,/Lee-brice-i-drive-your-truck-lyrics,I Drive Your Truck by Lee Brice,,1.0
started from the bottom,drake,/Drake-started-from-the-bottom-lyrics,Started from the Bottom by Drake,,1.0
ball,t.i. featuring lil wayne,,,,0.0
how country feels,randy houser,/Randy-houser-how-country-feels-lyrics,How Country Feels by Randy Houser,,1.0
tip it on back,dierks bentley,/Dierks-bentley-tip-it-on-back-lyrics,Tip It on Back by Dierks Bentley,,1.0
merry go 'round,kacey musgraves,/Kacey-musgraves-merry-go-round-lyrics,Merry Go 'Round by Kacey Musgraves,,1.0
pirate flag,kenny chesney,/Kenny-chesney-pirate-flag-lyrics,Pirate Flag by Kenny Chesney,,1.0
r i p,young jeezy featuring 2 chainz,,,,0.0
who booty,jonn hart featuring iamsu!,/Jonn-hart-who-booty-lyrics,Who Booty by Jonn Hart (Ft. Iamsu!),,0.7037037037037037
begin again,taylor swift,/Taylor-swift-begin-again-lyrics,Begin Again by Taylor Swift,,1.0
kiss you,one direction,/One-direction-kiss-you-lyrics,Kiss You by One Direction,,1.0
stubborn love,the lumineers,/The-lumineers-stubborn-love-lyrics,Stubborn Love by ​The Lumineers,,1.0
mama's broken heart,miranda lambert,/Miranda-lambert-mamas-broken-heart-lyrics,Mama's Broken Heart by Miranda Lambert,,0.9855072463768116
don't judge me,chris brown,/Chris-brown-dont-judge-me-lyrics,Don't Judge Me by Chris Brown,,0.9803921568627451
cups,anna kendrick,/Anna-kendrick-cups-movie-version-lyrics,Cups (Movie Version) by Anna Kendrick,,0.72
get your shine on,florida georgia line,/Florida-georgia-line-get-your-shine-on-lyrics,Get Your Shine On by Florida Georgia Line,,1.0
remember you,wiz khalifa featuring the weeknd,/Wiz-khalifa-remember-you-lyrics,Remember You by Wiz Khalifa (Ft. The Weeknd),,0.6956521739130435
if i didn't have you,thompson square,/Thompson-square-if-i-didnt-have-you-lyrics,If I Didn't Have You by Thompson Square,,0.9859154929577465
give it all we got tonight,george strait,/George-strait-give-it-all-we-got-tonight-lyrics,Give It All We Got Tonight by George Strait,,1.0
battle scars,lupe fiasco and guy sebastian,/Lupe-fiasco-and-guy-sebastian-battle-scars-lyrics,Battle Scars by Lupe Fiasco & Guy Sebastian,,0.7272727272727273
little things,one direction,/One-direction-little-things-lyrics,Little Things by One Direction,,1.0
i love it,icona pop featuring charli xcx,/Icona-pop-i-love-it-lyrics,I Love It by Icona Pop (Ft. Charli xcx),,0.6440677966101694
love sosa,chief keef,/Chief-keef-love-sosa-lyrics,Love Sosa by Chief Keef,,1.0
goodbye in her eyes,zac brown band,/Zac-brown-band-goodbye-in-her-eyes-lyrics,Goodbye In Her Eyes by Zac Brown Band,,1.0
anything could happen,ellie goulding,/Ellie-goulding-anything-could-happen-lyrics,Anything Could Happen by Ellie Goulding,,1.0
va va voom,nicki minaj,/Nicki-minaj-va-va-voom-lyrics,Va Va Voom by Nicki Minaj,,1.0
loveeeeeee song,rihanna featuring future,/Rihanna-loveeeeeee-song-lyrics,Loveeeeeee Song by Rihanna (Ft. Future),,0.7301587301587301
same love,macklemore and ryan lewis featuring mary lambert,,,,0.0
crying on a suitcase,casey james,/Casey-james-crying-on-a-suitcase-lyrics,Crying On a Suitcase by Casey James,,1.0
guap,big sean,/Big-sean-guap-lyrics,Guap by Big Sean (Ft. Kanye West),,1.0
bitch don't kill my vibe,kendrick lamar,/Kendrick-lamar-bitch-dont-kill-my-vibe-lyrics,"Bitch, Don't Kill My Vibe by Kendrick Lamar",,0.987012987012987
can't hold us,macklemore and ryan lewis featuring ray dalton,/Cant-hold-us-cant-hold-us-tribute-to-macklemore-ryan-lewis-and-ray-dalton-instrumental-version-lyrics,Can't Hold Us - Tribute to Macklemore Ryan Lewis and Ray Dalton (Instrumental Version) by Can't Hold Us,,0.6233766233766234
nothing like us,justin bieber,/Justin-bieber-nothing-like-us-lyrics,Nothing Like Us by Justin Bieber,,1.0
let there be cowgirls,chris cagle,/Chris-cagle-let-there-be-cowgirls-lyrics,Let There Be Cowgirls by Chris Cagle,,1.0
i can take it from there,chris young,/Chris-young-i-can-take-it-from-there-lyrics,I Can Take It From There by Chris Young,,1.0
love and war,tamar braxton,/Tamar-braxton-love-and-war-lyrics,Love and War by Tamar Braxton,,1.0
bad,wale featuring tiara thomas or rihanna,,,,0.0
